title,origin,year,decision,criterio,motivo,decision_final,resolucion
Gauging investors' investment decisions in the crypto market through the PRISM of behavioral biases: a fuzzy AHP approach,Scopus + WoS,2025,INCLUDE,"I1,I2,I3,I4","Prioriza mediante fuzzy AHP los sesgos conductuales (exceso de confianza, manada, aversión a la pérdida) que influyen en decisiones de inversionistas minoristas de criptoactivos (I1-I4).",INCLUDE,
Analyzes of common behavioral bias among Indo-Arabian investors and how to better manage them,Scopus only,2025,INCLUDE,"I1,I2,I3,I4","Revisión sistemática de sesgos conductuales comunes (exceso de confianza, manada, aversión a la pérdida) en inversionistas individuales indo-árabes (I1-I4).",INCLUDE,
"THE INVESTMENT PUZZLE: UNVEILING BEHAVIORAL FINANCE, RISK PERCEPTION, AND FINANCIAL LITERACY",Scopus only,2025,INCLUDE,"I1,I2,I3,I4","Analiza el efecto de sesgos conductuales (manada, efecto disposición, exceso de confianza) sobre la percepción de riesgo y decisión de inversión de inversionistas individuales saudíes (I1-I4).",INCLUDE,
Country-Level Loss Aversion and the Market Response to Earnings News,Scopus + WoS,2025,INCLUDE,"I1,I2,I3,I4",Examina cómo la aversión a la pérdida a nivel país influye en la reacción de los inversionistas ante noticias de resultados en mercados accionarios (I1-I4).,INCLUDE,
A taxonomy of literature reviews and experimental study of deepreinforcement learning in portfolio management,Scopus + WoS,2025,EXCLUDE,E6,"El estudio se centra en algoritmos de aprendizaje por refuerzo profundo para gestión de portafolios; no examina ningún constructo conductual de riesgo del inversionista, solo menciona 'tolerancia al riesgo' de forma tangencial (E6).",EXCLUDE,
"Crypto Investment: The Role of Investment Motivations, Investment Confidence, and Risk Perceptions",Scopus only,2025,INCLUDE,"I1,I2,I3,I4","Analiza motivaciones, confianza inversora y percepción de riesgo como factores psicológicos que influyen en la decisión de invertir en criptoactivos (I1-I4).",INCLUDE,
Smoothing the Subjective Financial Risk Tolerance: Volatility and Market Implications,Scopus + WoS,2025,INCLUDE,"I1,I2,I3,I4",Estudia la tolerancia al riesgo financiero subjetiva de los inversionistas y su relación con la volatilidad del mercado (I1-I4).,INCLUDE,
Does cognitive biased knowledge influence investor decisions? An empirical investigation using machine learning and artificial neural network,Scopus + WoS,2025,INCLUDE,"I1,I2,I3,I4","Examina cómo sesgos cognitivos y emocionales (aversión al arrepentimiento, aversión a la pérdida, exceso de confianza) afectan las decisiones de inversionistas minoristas (I1-I4).",INCLUDE,
Asymmetric dependence between the prospect theory value and stock returns in India: a quantile regression approach,Scopus + WoS,2025,INCLUDE,"I1,I2,I3,I4",Evalúa el valor de la teoría de las perspectivas y la aversión a la pérdida de los inversionistas en la predicción de retornos accionarios indios (I1-I4).,INCLUDE,
Embedding behavioral biases into robo-advisory platforms-case of UAE investors,Scopus + WoS,2025,INCLUDE,"I1,I2,I3,I4","Identifica sesgos conductuales de inversionistas (aversión a la pérdida, manada, efecto disposición) para incorporarlos en plataformas de robo-advisory (I1-I4).",INCLUDE,
"Unveiling investment behavior: through emotional intelligence, social stigma, financial literacy and risk tolerance",Scopus + WoS,2025,INCLUDE,"I1,I2,I3,I4","Examina el efecto de la tolerancia al riesgo financiero, la inteligencia emocional y el estigma social sobre el comportamiento de inversionistas individuales (I1-I4).",INCLUDE,
Risk Profiling in Insurance: Addressing High-Risk Clients and Risk Management Strategies,Scopus only,2025,EXCLUDE,E5,"Trata sobre perfilamiento de riesgo actuarial/asegurador para clientes de alto riesgo y pricing de pólizas, sin relación con el comportamiento de inversión (E5).",EXCLUDE,
Personalized Stock Market Prediction using Dynamic Risk Profiling,Scopus only,2025,EXCLUDE,E6,"Presenta un modelo de predicción bursátil basado en aprendizaje automático; el 'perfilamiento de riesgo dinámico' es solo una etiqueta técnica, no se examina un constructo conductual del inversionista (E6).",EXCLUDE,
Risk Tolerance in Investment Decisions,Scopus only,2025,INCLUDE,"I1,I2,I3,I4","Analiza la relación entre rasgos de personalidad (Big Five), tolerancia al riesgo y decisiones de inversión en inversionistas individuales de India (I1-I4).",INCLUDE,
Reconciling Self-Assessed with Psychometric Risk Tolerance: A New Framework for Profiling Risk among Investors,Scopus + WoS,2025,INCLUDE,"I1,I2,I3,I4","Propone un marco para conciliar la tolerancia al riesgo financiero autoevaluada y psicométrica, aportando una taxonomía de perfilamiento de riesgo de inversionistas minoristas (I1-I4).",INCLUDE,
A Novel AI-Driven Framework for Adaptive Investment Decision-Making Using India's Fiscal Budget Signals,Scopus only,2025,EXCLUDE,E6,Sistema de NLP que analiza el presupuesto fiscal indio para generar recomendaciones de inversión alineadas a 'perfiles de riesgo'; no estudia un constructo conductual del inversionista (E6).,EXCLUDE,
Improved Chatbot Tool for Stock Trading using Machine Learning,Scopus only,2025,EXCLUDE,E6,"Describe un chatbot de trading con perfilamiento de riesgo como característica técnica del sistema, sin examinar el constructo conductual del inversionista (E6).",EXCLUDE,
GOAL ORIENTED SMART PORTFOLIO OPTIMIZATION,Scopus only,2025,EXCLUDE,E6,"Framework de optimización de portafolios mediante clasificación de riesgo de acciones (no de inversionistas) y técnicas algorítmicas, sin componente conductual del inversionista (E6).",EXCLUDE,
Research on Investment Portfolio Risk Prediction Model Combining Cvar and Deep Learning,Scopus only,2025,EXCLUDE,E6,"Modelo técnico de predicción de riesgo de portafolio combinando CVaR y deep learning, sin ángulo conductual del inversionista (E6).",EXCLUDE,
Forecasting Gilt Mutual Fund Performance Using Data-Driven Machine Learning Models,Scopus only,2025,EXCLUDE,E6,"Modelo de machine learning para pronosticar el desempeño de fondos mutuos gilt, usando 'perfiles de riesgo' de los fondos, no del inversionista (E6).",EXCLUDE,
A Typology of Flexible Loan Structures for Microenterprise Lending: Balancing Sustainability and Client Needs,Scopus only,2025,EXCLUDE,E4,"Tipología de estructuras de préstamos flexibles para microempresas, centrada en riesgo crediticio institucional de microfinancieras, sin ángulo conductual de inversionista individual (E4).",EXCLUDE,
Analysis of Investor Profiling and Portfolio Recommendations by Robo-Advisors in Germany,Scopus only,2025,INCLUDE,"I1,I2,I3,I4","Analiza los cuestionarios de perfilamiento de inversionistas y los portafolios recomendados por robo-advisors en Alemania, aportando una taxonomía de perfiles de riesgo (I1-I4).",INCLUDE,
Implementation of Clustering and Classification in Stock Asset Selection for Portfolio Diversification,Scopus only,2025,EXCLUDE,E6,"Framework de machine learning para diversificación de portafolios de acciones mediante clustering de perfiles de retorno-riesgo de activos, sin estudiar el comportamiento del inversionista (E6).",EXCLUDE,
"The role of robo-advisors in behavioural finance, shaping investment decisions",Scopus + WoS,2025,INCLUDE,"I1,I2,I3,I4",Examina cómo los robo-advisors moderan sesgos de aversión a la pérdida y exceso de confianza de inversionistas minoristas en su decisión de inversión (I1-I4).,INCLUDE,
Economic Risks in the Development of Russia’s Southern Macroregion Amid Foreign Economic Sanctions | Экономические риски развития Южного макрорегиона в условиях внешнеЭкономических санкций,Scopus only,2025,EXCLUDE,E4,"Analiza el riesgo económico sistemático e idiosincrático de una macrorregión rusa mediante un CAPM modificado, sin ángulo conductual de inversionista individual (E4).",EXCLUDE,
Irrational investors,Scopus only,2025,INCLUDE,"I1,I2,I3,I4","Capítulo que examina sesgos conductuales del inversionista (aversión a la pérdida, exceso de confianza, manada, anclaje) que llevan a decisiones de inversión subóptimas (I1-I4).",INCLUDE,
Mapping the Landscape of Cryptocurrency Investment Decision: A Bibliometric Analysis,Scopus only,2025,INCLUDE,"I1,I2,I3,I4","Análisis bibliométrico del comportamiento del inversionista, percepción de riesgo y sesgos heurísticos en decisiones de inversión en criptomonedas (I1-I4).",EXCLUDE,"Validacion por muestreo (2026-08-16): segunda pasada IA independiente (ciega) decidio 'UNCERTAIN' (discrepancia con la clasificacion original 'INCLUDE'). Motivo de la segunda pasada: Es un análisis bibliométrico que mapea la literatura sobre criptomonedas, sin aportar evidencia empírica/teórica propia sobre el constructo conductual, cumplimiento marginal de I3. Resuelto EXCLUDE aplicando la misma regla de precaucion del autor (ante desacuerdo/duda entre revisores, excluir)."
The Role of Behavioral Finance In Investment Decision-Making Using Machine Learning-Understanding the Psychology Behind Stock Market Trends,Scopus only,2025,INCLUDE,"I1,I2,I3,I4","Examina cómo sesgos conductuales (exceso de confianza, manada, aversión a la pérdida) afectan las estrategias de portafolio personal de los inversionistas (I1-I4).",INCLUDE,
"Impact of Anchoring, Herding and Loss-Aversion on Working Women’s Investment Decision-Making",Scopus only,2025,INCLUDE,"I1,I2,I3,I4","Determina el impacto del anclaje, la manada y la aversión a la pérdida sobre la decisión de inversión de mujeres inversionistas (I1-I4).",INCLUDE,
Heuristic bias and investment decision: Exploring the mediating role of investors' risk perceptions,Scopus only,2025,INCLUDE,"I1,I2,I3,I4",Examina el rol mediador de la percepción de riesgo entre sesgos heurísticos y decisiones de inversión de inversionistas bursátiles nepalíes (I1-I4).,INCLUDE,
A Bibliometric Analysis on Behaviour Biases and Investment Decisions Among Retail Investors,Scopus only,2025,INCLUDE,"I1,I2,I3,I4","Análisis bibliométrico sobre sesgos conductuales (exceso de confianza, aversión a la pérdida, manada, efecto disposición) y decisiones de inversionistas minoristas (I1-I4).",INCLUDE,
"Herding Behavior, Risk Perception, and Investment Performance: A Serial Mediation Analysis",Scopus + WoS,2025,INCLUDE,"I1,I2,I3,I4",Examina el efecto del comportamiento de manada sobre el desempeño de inversión mediado por la percepción de riesgo de inversionistas (I1-I4).,INCLUDE,
The impact of behavioural biases on the behaviours of informed and uninformed individual stock investors: case of the Egyptian Stock Exchange,Scopus only,2025,INCLUDE,"I1,I2,I3,I4",Analiza el efecto de sesgos conductuales sobre el comportamiento de inversionistas individuales informados y no informados en la bolsa egipcia (I1-I4).,INCLUDE,
Behavioural Finance Factors and Investment Decisions: Risk Perception of Gender as a Mediating Factor,Scopus only,2025,INCLUDE,"I1,I2,I3,I4","Examina factores conductuales (manada, aversión al arrepentimiento) y percepción de riesgo, mediada por género, en decisiones de inversión (I1-I4).",INCLUDE,
Unpacking Investor Psychology: A Systematic Review and Meta-Analysis of Behavioural Biases Shaping Investment Decisions*,Scopus only,2025,INCLUDE,"I1,I2,I3,I4","Revisión sistemática y metaanálisis de sesgos conductuales (exceso de confianza, manada, aversión a la pérdida) que moldean las decisiones de inversión (I1-I4).",INCLUDE,
THE PSYCHOLOGY OF THE MARKET: ARE COGNITIVE ILLUSIONS DRIVING RISK-RELATED INVESTOR BEHAVIOUR?,Scopus only,2025,INCLUDE,"I1,I2,I3,I4",Investiga cómo ilusiones cognitivas basadas en heurísticas y teoría de las perspectivas influyen en el comportamiento de riesgo de inversionistas individuales egipcios (I1-I4).,INCLUDE,
The influence of behavioral biases on the decisionmaking process about investments in the stock market,Scopus only,2025,INCLUDE,"I1,I2,I3,I4","Analiza la influencia de sesgos conductuales (manada, exceso de confianza, anclaje) sobre el proceso de decisión de inversión en el mercado bursátil (I1-I4).",INCLUDE,
Decoding Investor Sentiments in the Indian Stock Market: A Structural Equation Modelling Approach,Scopus only,2025,INCLUDE,"I1,I2,I3,I4","Examina cómo sesgos psicológicos y sociales (anclaje, manada, exceso de confianza) afectan las decisiones de inversión de inversionistas minoristas indios (I1-I4).",INCLUDE,
The Impact of Robo-Advisors and Risk Tolerance on Retail Investor Portfolio Performance,Scopus only,2025,INCLUDE,"I1,I2,I3,I4",Explora cómo la tolerancia al riesgo individual y los robo-advisors influyen en el desempeño del portafolio de inversionistas minoristas (I1-I4).,INCLUDE,
Empirical Evidence of Behavioral Biases in Investment: Should We Be Looking for Financial Variables to Moderate Them?,Scopus only,2025,INCLUDE,"I1,I2,I3,I4","Investiga la presencia de sesgos cognitivos y emocionales (aversión a la pérdida, exceso de confianza) en inversionistas individuales indios (I1-I4).",INCLUDE,
Research marking and yield in behavioural finance literature review: observations from bibliometric analysis using R,Scopus + WoS,2025,INCLUDE,"I1,I2,I3,I4","Revisión bibliométrica sobre sesgos conductuales (manada, exceso de confianza, aversión a la pérdida) y decisiones de inversión de inversionistas (I1-I4).",INCLUDE,
The Future of Finance: Designing Investment Strategies Through the Lens of SDG 12,Scopus only,2025,UNCERTAIN,AMBIGUO,"Estudia la 'capacidad y tolerancia al riesgo verde' y su efecto en la estrategia de portafolio alineada a los ODS, pero no queda claro si la población son inversionistas individuales ni si el objeto son activos financieros estándar (AMBIGUO).",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
A New Approach for Selecting Representative Patterns for Investment Planning in Local Energy Communities,Scopus only,2025,EXCLUDE,E2,"Trata sobre planificación de inversión en generación de energía para comunidades energéticas locales, riesgo de sistema energético sin ángulo conductual de inversionista individual (E2).",EXCLUDE,
Measuring contextuality in investment preferences,Scopus + WoS,2025,INCLUDE,"I1,I2,I3,I4",Examina cómo la percepción de riesgo y la familiaridad influyen en la formación de preferencias de inversión en acciones globales y estadounidenses (I1-I4).,INCLUDE,
Decoding Investor’s Irrationality: A Fuzzy AHP Exploration of Behavioural Biases,Scopus only,2025,INCLUDE,"I1,I2,I3,I4","Identifica y clasifica mediante fuzzy AHP sesgos conductuales (aversión al arrepentimiento, aversión a la pérdida, anclaje) que influyen en decisiones de inversionistas bursátiles (I1-I4).",INCLUDE,
The Role of Digital Technology in Influencing Investor Psychology and Promoting Sustainable Investment in the Indian Financial Market,Scopus only,2025,INCLUDE,"I1,I2,I3,I4","Examina el rol de la psicología del inversionista (exceso de confianza, manada, aversión a la pérdida) en la inversión sostenible de inversionistas minoristas indios (I1-I4).",INCLUDE,
Modeling behavioral insights to mobilize private investment in climate change adaptation: evidence from Chinese investors,Scopus only,2025,UNCERTAIN,AMBIGUO,"Mezcla comportamiento inversor (manada como moderador) con inversión privada en proyectos de adaptación al cambio climático, cuyo objeto puede ser infraestructura física y no activos financieros estándar (AMBIGUO).",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
Financial deception in the digital age: investigating online pyramid schemes and their socioeconomic impacts in Sri Lanka,Scopus only,2025,UNCERTAIN,AMBIGUO,Estudia factores psicosociales (incluida la influencia social) de individuos que invierten en esquemas piramidales fraudulentos; no es claro si el objeto corresponde a activos financieros legítimos ni si aplica al dominio de mercados financieros (AMBIGUO).,EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
A Behavioral Finance Analysis of Short-Term Loss Aversion and Herd Mentality in Personal Investing,Scopus only,2025,INCLUDE,"I1,I2,I3,I4",Analiza cómo la aversión a la pérdida de corto plazo y la mentalidad de manada afectan la inversión personal de individuos (I1-I4).,INCLUDE,
Portfolio management with the help of AI: What drives retail Indian investors to robo-advisors?,Scopus + WoS,2025,INCLUDE,"I1,I2,I3,I4","Examina determinantes de adopción de robo-advisors por inversionistas minoristas indios, incluyendo influencia social y perfilamiento de inversionistas más allá de la demografía (I1-I4).",INCLUDE,
Assessing risk and loss aversion: COVID-19 and investor behavior in the Polish stock market,Scopus + WoS,2025,INCLUDE,"I1,I2,I3,I4",Examina cambios en la aversión al riesgo y a la pérdida de inversionistas individuales polacos durante la pandemia de COVID-19 (I1-I4).,INCLUDE,
Behavioural finance,Scopus only,2025,INCLUDE,"I1,I2,I3,I4",Capítulo enciclopédico que aborda sesgos psicológicos y heurísticas cognitivas del inversionista en la toma de decisiones financieras (I1-I4).,INCLUDE,
Artificial intelligence and behavioural finance biases: improving Lebanese investors decision-making,Scopus + WoS,2025,INCLUDE,"I1,I2,I3,I4","Examina sesgos conductuales (exceso de confianza, anclaje, aversión a la pérdida) en la toma de decisiones de inversionistas libaneses asistidos por IA (I1-I4).",INCLUDE,
Portfolio choice with narrow framing and loss aversion: a simplified approach,Scopus + WoS,2025,INCLUDE,"I1,I2,I3,I4",Modelo teórico de elección de portafolio de un inversionista con framing estrecho y aversión a la pérdida en la asignación de activos (I1-I4).,INCLUDE,
Systematic review of behavioral finance contributions to financial risk management strategies,Scopus only,2025,INCLUDE,"I1,I2,I3,I4","Revisión sistemática de cómo la psicología del inversionista (aversión a la pérdida, exceso de confianza, manada) aporta a estrategias de gestión de riesgo financiero (I1-I4).",INCLUDE,
Social Media Engagement as a Lens for Investor Behavior,Scopus only,2025,INCLUDE,"I1,I2,I3,I4",Examina el efecto de la influencia social vía redes sociales sobre el comportamiento y las decisiones de inversión de los inversionistas (I1-I4).,INCLUDE,
Influence of Behavioral Biases on Women Investor’s Portfolio Performance,Scopus only,2025,INCLUDE,"I1,I2,I3,I4","Examina el efecto de sesgos conductuales (manada, anclaje, aversión a la pérdida) sobre el desempeño de portafolio de mujeres inversionistas (I1-I4).",INCLUDE,
Generation Z to Millennials: A Study on Behaviour of Investors of Bengaluru City,Scopus only,2025,INCLUDE,"I1,I2,I3,I4","Estudia el comportamiento de inversionistas (influencia social, manada, autocontrol) de distintas generaciones en el mercado de capitales de Bengaluru (I1-I4).",INCLUDE,
The determinants of perceived risk: A moderating role of investor sophistication,Scopus only,2025,INCLUDE,"I1,I2,I3,I4","Examina determinantes de la percepción de riesgo, incluyendo comportamiento de manada e influencia de redes sociales, en inversionistas jóvenes indonesios (I1-I4).",INCLUDE,
The Neuroscience of Risk Perception in Financial Markets: How Climate Policy Uncertainty Affects Investor Cognition in India and the USA,Scopus + WoS,2025,UNCERTAIN,AMBIGUO,"Examina la volatilidad de índices bursátiles y su relación con la incertidumbre de política climática interpretada mediante un marco neuroeconómico, sin medir directamente un constructo conductual en inversionistas individuales (AMBIGUO).",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
Mechanisms Underlying U.S.-China Tensions and Stock Price Crash Risk: Evidence from China,Scopus + WoS,2025,UNCERTAIN,AMBIGUO,"Analiza el riesgo de caída de precios accionarios a nivel de firma bajo tensiones geopolíticas, mencionando manada institucional y sobrerreacción, pero el foco es el riesgo de la firma, no el perfil conductual del inversionista individual (AMBIGUO).",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
Research on the impact of environmental risk factors on pricing efficiency in China’s stock market,Scopus only,2025,UNCERTAIN,AMBIGUO,"Estudia la eficiencia de precios del mercado accionario chino ante riesgo ambiental, usando la percepción de riesgo del inversionista solo como canal mediador de un efecto agregado de mercado (AMBIGUO).",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
"Artificial Intelligence and Digital Decision-Making: Personality Traits, Risk Aversion, and Investment Intentions in the Era of Digitalization",Scopus only,2025,INCLUDE,"I1,I2,I3,I4",Examina cómo rasgos de personalidad y aversión al riesgo influyen en la intención de inversión riesgosa en un contexto de decisión digital asistida por IA (I1-I4).,INCLUDE,
The Fe ar Z Function: modeling asymmetric volatility decay across market shock categories,Scopus + WoS,2026,INCLUDE,"I1,I2,I3,I4",Modela la aversión a la pérdida y el sesgo de negatividad de los inversionistas para explicar la decadencia asimétrica de la volatilidad del mercado (I1-I4).,INCLUDE,
The effect of investors’ emotional and depressive states on perceived returns and risk,Scopus + WoS,2025,INCLUDE,"I1,I2,I3,I4",Examina cómo estados emocionales y depresivos de los inversionistas tailandeses afectan su percepción de retornos y riesgo esperado (I1-I4).,INCLUDE,
Quantum Computing and Algorithms in Financial Applications,Scopus only,2025,EXCLUDE,E6,"Capítulo técnico sobre computación cuántica aplicada a pricing, riesgo y gestión de portafolios; no examina ningún constructo conductual del inversionista (E6).",EXCLUDE,
MABStocks: A Stock Market Analysis and Prediction Platform Using Multi-Armed Bandit Algorithms,Scopus only,2025,EXCLUDE,E6,"Plataforma de predicción bursátil basada en algoritmos multi-armed bandit que usa 'tolerancia al riesgo' solo como etiqueta de personalización algorítmica, sin estudiar el comportamiento del inversionista (E6).",EXCLUDE,"Validacion por muestreo (2026-08-16): segunda pasada IA independiente (ciega) decidio 'UNCERTAIN' (discrepancia con la clasificacion original 'EXCLUDE'). Motivo de la segunda pasada: Plataforma de algoritmos de bandidos multi-armados que asigna variantes a arquetipos de inversionista (conservador, largo plazo, diario) según tolerancia al riesgo, pero el aporte central es de ingeniería algorítmica, no de estudio conductual. Resuelto EXCLUDE aplicando la misma regla de precaucion del autor (ante desacuerdo/duda entre revisores, excluir)."
Stablecoin as a hedge or a safe haven for international indices,Scopus only,2025,EXCLUDE,E6,"Análisis econométrico DCC-GARCH de propiedades de cobertura de stablecoins frente a índices internacionales, sin ningún constructo conductual de inversionista (E6).",EXCLUDE,
Probability-Driven Hedge Ratio Optimization Using Machine Learning: An Adaptive Approach to Financial Risk Management,Scopus only,2025,EXCLUDE,E6,Estrategia de cobertura dinamica basada en ML sin ningun constructo de riesgo conductual del inversionista (falla I2).,EXCLUDE,
Community Bonds and Canada’s Foundations: Rethinking Risk and Financial Outcomes,Scopus + WoS,2025,UNCERTAIN,AMBIGUO,"Estudio sobre bonos comunitarios con tipologia de inversionistas y percepcion de riesgo, pero la poblacion mezcla fundaciones/inversionistas de impacto sin distinguir inversionistas individuales.",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
Research on Investor Education in China Based on Large Language Models,Scopus only,2025,EXCLUDE,E6,"Perfilamiento psicologico (Id-Ego-Superego) de clientes para educacion/recomendacion de inversion, sin abordar un constructo de riesgo conductual reconocido (falla I2).",EXCLUDE,
Stock Return Predictability on S&P 500 ETF: A Deep Learning Approach,Scopus only,2025,EXCLUDE,E6,"Modelo de deep learning para predecir retornos del SPY; el umbral de aversion al riesgo es solo un parametro de calibracion, no un constructo conductual del inversionista (falla I2).",EXCLUDE,
Residential Real Estate Image Classification for Property Valuation,Scopus only,2025,EXCLUDE,E6,"Clasificacion de imagenes de bienes raices para valoracion de propiedades, sin relacion con riesgo conductual de inversionistas ni con inversion en activos financieros.",EXCLUDE,
Economic and psychological determination in civil servants' investment decisions ahead of retirement: empirical evidence from Indonesia,Scopus + WoS,2024,INCLUDE,"I1,I2,I3,I4","Examina sesgos conductuales (exceso de confianza, efecto manada, aversion al arrepentimiento, tolerancia al riesgo) en decisiones de inversion de inversionistas individuales.",INCLUDE,
BIAS IN SME INVESTMENT DECISIONS: A CROSS-COUNTRY STUDY | STRONNICZOŚĆ W DECYZJACH INWESTYCYJNYCH MŚP: BADANIE MIĘDZYKRAJOWE,Scopus only,2024,UNCERTAIN,AMBIGUO,"Analiza sesgos psicologicos en decisiones de inversion, pero la poblacion son propietarios de PYMEs y no queda claro si las decisiones son sobre activos financieros o inversion empresarial.",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
Using machine learning to predict investors’ switching behaviour,Scopus + WoS,2024,UNCERTAIN,AMBIGUO,"Modelo de ML que predice el cambio de producto de inversion de clientes individuales usando caracteristicas de cuenta, sin examinar explicitamente un constructo de riesgo conductual reconocido.",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
"Dissecting investment frequency: examining the role of social influence, investors’ perception of gender discrimination, involvement, access to information and risk tolerance",Scopus + WoS,2024,INCLUDE,"I1,I2,I3,I4","Estudia influencia social, percepcion de discriminacion de genero y tolerancia al riesgo en la frecuencia de inversion de inversionistas individuales en India.",INCLUDE,
"All are interesting to invest, I fear of missing out (FOMO): a comparative study among self-employed and salaried investors",Scopus + WoS,2024,INCLUDE,"I1,I2,I3,I4","Examina FOMO, efecto manada, exceso de confianza y aversion a la perdida en las decisiones de inversion de inversionistas minoristas.",INCLUDE,
Behavioral risk profiling: Measuring loss aversion of individual investors,Scopus + WoS,2024,INCLUDE,"I1,I2,I3,I4",Mide directamente la aversion a la perdida para el perfilamiento de riesgo conductual de inversionistas individuales y clientes de una institucion financiera.,INCLUDE,
Machine learning based methods for ratemaking health care insurance,Scopus + WoS,2024,EXCLUDE,E5,"Ratemaking de seguros de salud mediante machine learning, sin relacion con comportamiento de inversion.",EXCLUDE,
Exploring the influence of behavioral aspects on stock investment decision-making: a study on Bangladeshi individual investors,Scopus only,2024,INCLUDE,"I1,I2,I3,I4",Examina aversion al riesgo y percepcion de riesgo como determinantes emocionales de las decisiones de inversion bursatil de inversionistas individuales bangladesies.,INCLUDE,
The analysis of the impact of the framing effect on the choice of financial products: an analytical hierarchical process approach,Scopus + WoS,2024,INCLUDE,"I1,I2,I3,I4",Analiza como el efecto framing afecta la percepcion de riesgo del inversionista y su eleccion de productos financieros.,INCLUDE,
"IMPACT OF BEHAVIOURAL FINANCE ON RISK PERCEPTION, PSYCHOLOGICAL BEHAVIOUR, AND FINANCIAL DECISIONS OF MOROCCAN INVESTORS",Scopus only,2024,INCLUDE,"I1,I2,I3,I4","Examina aversion a la perdida, influencias culturales y exceso de confianza en las decisiones financieras de inversionistas marroquies.",INCLUDE,
A Critical Review of Overconfidence in Investment Decisions: Bibliometric Analysis,Scopus only,2024,INCLUDE,"I1,I2,I3,I4","Revision bibliometrica sustantiva sobre el sesgo de exceso de confianza en decisiones de inversion, aporta evidencia teorica sobre el constructo (I3).",INCLUDE,
Sensory perceptions and financial choices: A neuroscientific perspective,Scopus only,2024,UNCERTAIN,AMBIGUO,Relaciona percepciones sensoriales con elecciones financieras desde una perspectiva neurocientifica; el vinculo con el perfilamiento de riesgo conductual de inversionistas es generico y poco especifico.,EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
Correlating investor patterns and ESG performance with neuro marketing insights: Behavioural finance meets sustainability,Scopus only,2024,UNCERTAIN,AMBIGUO,Mezcla desempeno de sostenibilidad corporativa (ESG) con percepcion de riesgo del inversionista via neuromarketing; no queda claro si el enfoque principal es la inversion financiera individual.,EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
Behavioural Biases Affecting Financial Risk Tolerance of Working Women Investors: Evidence from the Indian Stock Market,Scopus only,2024,INCLUDE,"I1,I2,I3,I4","Examina el efecto de aversion a la perdida, anclaje y efecto manada sobre la tolerancia al riesgo financiero de mujeres inversionistas.",INCLUDE,
Does Risk Tolerance Mediates the Relationship Between Financial Literacy and Financial Wellbeing During COVID-19: Empirical Evidence From an Emerging Economy,Scopus + WoS,2024,INCLUDE,"I1,I2,I3,I4",La tolerancia al riesgo media entre alfabetizacion financiera y bienestar financiero en inversionistas individuales de la bolsa de Pakistan.,INCLUDE,
Investing in our planet: Examining retail investors' preference for green bond investment,Scopus + WoS,2024,INCLUDE,"I1,I2,I3,I4",Examina percepcion de riesgo e influencia social en la actitud e intencion de inversionistas minoristas hacia bonos verdes.,INCLUDE,
